Epoch,Train_Loss,Val_Loss,Loss_Diff,Val_minus_Train_Pct
1,2.869976,2.181668,-0.6883079999999997,-23.98305769804346
2,2.071623,1.343097,-0.7285260000000002,-35.16691984979893
3,1.240077,1.140927,-0.09915000000000007,-7.995471248962771
4,1.092529,1.470907,0.3783779999999999,34.6332225506142
5,1.028554,1.050443,0.021889000000000047,2.1281332822583985
6,0.930804,0.916568,-0.014235999999999915,-1.5294304708617406
7,0.839134,0.890351,0.05121699999999996,6.103554378680872
8,0.750143,0.961717,0.21157400000000004,28.20448901076195
9,0.667421,1.012164,0.344743,51.653004625266504
10,0.659321,1.084425,0.4251039999999999,64.47602912693512
11,0.627978,0.907107,0.27912899999999996,44.4488501189532
12,0.566249,0.921951,0.35570199999999996,62.817241178350855
13,0.532617,0.926963,0.394346,74.039319060413
14,0.529911,0.83422,0.30430899999999994,57.426435759967234
15,0.510103,0.867437,0.35733400000000004,70.05134257199038
16,0.500583,0.905761,0.40517800000000004,80.94122253452475
17,0.47767,0.890679,0.413009,86.46324868633157
18,0.464789,0.932338,0.467549,100.59381783992305
19,0.465636,0.904655,0.439019,94.28373235746376
20,0.417955,0.784602,0.366647,87.72403727674032
21,0.396965,0.865696,0.468731,118.07867192321741
22,0.378606,0.922144,0.543538,143.56296519336723
23,0.368791,0.973995,0.6052040000000001,164.10487240740693
24,0.350569,0.901897,0.5513279999999999,157.26661513140064
25,0.341725,0.975217,0.6334919999999999,185.38064232935838
26,0.314028,0.986834,0.672806,214.25032162737082
27,0.316371,0.910174,0.5938030000000001,187.69198188203094
28,0.289877,0.893475,0.6035980000000001,208.22555773655728
29,0.284796,0.940478,0.6556820000000001,230.22865489683846
30,0.288635,0.866729,0.578094,200.28548166369293
31,0.275947,0.928125,0.6521779999999999,236.34176128024583
32,0.252273,0.879867,0.627594,248.7757310532637
